ra	dec	plx	pmra	pmdec	G	BP	RP
326.631918	56.798225	0.7788	-3.470	-2.269	14.203	14.749	13.482
324.163124	56.821557	0.3471	-7.826	-5.039	14.203	15.252	13.194
325.755887	57.398668	0.5908	-4.135	-3.807	14.204	14.827	13.423
324.265030	57.212074	0.4107	-4.168	-5.745	14.204	15.315	13.166
326.869028	57.507115	1.1677	-9.575	-5.928	14.204	14.747	13.501
326.006390	56.470111	0.3890	-3.632	-3.570	14.204	14.861	13.397
325.713011	56.531635	0.5335	-4.700	-3.095	14.205	14.710	13.525
325.702199	56.609237	1.1356	9.509	8.418	14.205	14.697	13.541
323.864314	56.638023	1.4787	-2.624	-11.010	14.205	14.926	13.371
326.633096	57.163188	1.2954	13.892	-0.269	14.205	14.816	13.448
324.289624	58.685686	1.0219	-2.018	-3.125	14.205	15.135	13.238
325.646968	58.712967	2.1552	4.012	9.326	14.207	14.862	13.423
324.461320	58.712545	0.4610	0.656	5.046	14.208	15.394	13.139
322.841054	57.890742	0.8858	-1.647	-1.703	14.208	14.761	13.489
323.590825	58.276637	1.2639	-16.056	-22.204	14.208	14.811	13.460
322.629020	57.159934	1.1855	-4.990	-12.156	14.209	14.801	13.474
323.626032	57.156750	0.0939	-1.977	-1.687	14.209	16.288	12.882
325.291974	56.826523	0.4075	-3.661	-3.018	14.209	15.298	13.178
325.521622	56.456441	0.5489	-1.346	-2.281	14.209	14.663	13.567
326.176990	58.024036	0.6662	-4.970	-3.928	14.210	14.817	13.454
325.776097	56.704450	0.3034	-3.834	-3.329	14.211	14.867	13.406
324.983439	57.015526	1.2890	8.469	7.925	14.211	14.684	13.567
324.522641	58.314875	0.6770	-0.693	0.496	14.211	14.899	13.395
327.292676	57.260002	0.2526	-0.839	-1.508	14.211	16.048	12.939
324.419588	57.688011	1.2979	-0.737	0.232	14.212	14.829	13.449
326.018033	58.589975	1.1770	-4.707	-1.952	14.212	14.793	13.477
323.259179	57.993119	1.7254	1.830	2.059	14.213	14.782	13.485
326.120995	58.459254	0.1789	-1.845	-1.545	14.213	16.430	12.853
325.507704	58.821586	0.4031	-3.593	-3.472	14.213	15.201	13.236
326.290266	56.705716	0.6027	0.547	-0.166	14.214	14.638	13.597
326.743181	57.080212	1.0804	3.908	-3.003	14.214	14.792	13.481
326.037631	57.238845	0.9986	-2.492	-2.937	14.214	14.748	13.511
322.808880	58.255061	0.6314	-0.261	-0.996	14.214	14.806	13.469
323.912989	57.034546	1.1034	-11.304	-6.247	14.215	14.784	13.482
326.192338	58.148648	1.2890	-10.439	-10.814	14.215	14.749	13.525
323.651192	58.679794	0.9299	-2.681	-3.682	14.215	14.707	13.547
325.683186	56.545509	0.7205	-4.419	-5.048	14.215	14.624	13.624
326.991816	57.222901	0.9080	3.935	5.961	14.215	14.558	13.373
324.378399	57.069799	1.2340	5.918	1.459	14.216	14.697	13.551
323.413148	57.231764	0.4089	-5.545	-4.437	14.216	15.388	13.154
326.327778	57.454682	0.2697	-2.361	-1.544	14.216	15.975	12.966
325.024110	56.611759	1.2260	-12.955	-5.080	14.217	14.765	13.493
324.619908	58.467533	0.2873	-4.887	-4.682	14.218	14.599	13.540
322.749916	58.018866	2.9774	3.967	-10.273	14.219	14.868	13.449
323.517318	57.473138	2.1070	-11.946	-10.738	14.219	14.723	13.477
323.234793	57.918958	1.0157	-1.284	4.122	14.219	15.084	13.288
323.635427	57.654485	0.9017	-3.237	-3.263	14.219	14.724	13.535
325.366121	56.584020	0.1630	-2.823	-1.687	14.219	15.490	13.118
326.432565	57.508951	1.0091	-6.898	4.774	14.219	15.090	13.299
324.619481	56.756422	4.5094	-13.054	62.957	14.219	14.961	13.379
323.297965	57.252896	0.2022	-1.903	-2.159	14.220	15.699	13.049
325.938158	58.212611	0.5467	-4.474	-2.559	14.220	14.670	13.581
325.998649	56.897748	0.6170	-4.205	-6.782	14.220	14.809	13.473
323.493061	56.627607	0.4842	-5.615	-5.786	14.221	15.278	13.211
322.899284	56.963251	0.6550	0.591	-3.347	14.221	14.999	13.346
326.661945	58.260620	0.3966	-1.169	-2.007	14.221	15.165	13.232
325.339479	56.189680	0.7260	-1.181	-6.124	14.222	14.741	13.536
322.750943	58.207551	0.6601	2.502	0.156	14.223	14.963	13.377
324.422217	58.253474	0.4982	-1.766	-2.836	14.223	15.336	13.182
324.882498	56.782024	0.1474	-1.644	5.386	14.223	15.242	13.189
324.655666	56.989191	0.3787	0.546	-3.241	14.223	15.255	13.218
325.297388	56.788915	0.5986	-1.460	-1.780	14.223	14.930	13.395
323.520580	57.844547	0.8986	-2.503	-4.342	14.223	14.936	13.387
322.263789	57.887950	0.4932	-5.122	-5.621	14.224	15.522	13.112
324.956502	57.127562	0.7511	5.091	-1.003	14.224	14.724	13.554
326.307966	56.490057	0.4385	-4.823	-4.925	14.224	14.889	13.415
324.944153	56.888715	1.0783	-4.664	-1.546	14.224	14.732	13.543
326.270102	57.054903	0.6058	3.183	-1.443	14.224	14.912	13.407
325.103424	56.478465	0.4376	-1.337	-2.368	14.224	15.332	13.184
322.786189	58.172565	0.1020	-1.807	-0.920	14.224	15.775	13.035
323.056871	57.778160	0.9218	-1.269	-3.310	14.224	15.056	13.294
324.012271	56.293421	0.5143	-1.303	-2.466	14.225	15.384	13.169
325.401274	57.471961	2.2298	-6.013	1.003	14.225	14.791	13.514
325.756984	57.065338	2.6113	14.569	-9.797	14.225	14.836	13.476
325.413592	57.162255	0.8128	-0.673	-2.353	14.225	14.651	13.622
324.466165	58.719436	0.4917	0.111	-2.800	14.225	15.553	13.089
324.886082	57.515623	0.1441	-3.758	-3.359	14.226	15.342	13.187
323.597043	58.007034	0.3357	-4.900	-4.529	14.226	15.620	13.078
322.724886	58.294709	0.5175	-1.495	-4.055	14.227	15.230	13.238
326.233163	57.473192	0.2193	-3.295	-3.632	14.227	15.641	13.074
327.166405	57.080303	1.1211	5.187	-3.928	14.227	14.844	13.465
324.225395	57.419724	0.4106	-1.172	0.811	14.227	15.213	13.233
324.485715	57.714579	0.0978	-2.539	-2.317	14.227	14.622	13.639
326.177927	57.044697	0.9634	0.042	-1.004	14.228	14.811	13.490
324.401250	57.623239	0.3095	-0.450	-1.111	14.228	15.297	13.208
325.072450	56.666705	0.4698	-5.720	-3.973	14.228	15.436	13.152
325.647059	57.202764	0.4582	-2.727	-1.942	14.228	15.394	13.167
323.373768	57.941147	1.0688	-2.096	0.192	14.228	14.905	13.419
325.836308	56.405532	0.2691	-5.139	-5.326	14.228	15.674	13.064
325.959644	56.454765	0.6786	-0.165	0.095	14.228	14.720	13.562
324.781241	58.356825	0.4920	-3.181	-4.094	14.228	15.352	13.186
323.565483	57.665037	1.0593	-1.441	-2.611	14.229	14.793	13.500
326.686443	58.341890	0.3804	-3.760	-1.570	14.229	15.355	13.185
324.994984	56.140072	1.9649	0.820	-7.961	14.229	14.771	13.536
324.230181	56.356265	0.6864	-1.882	-1.509	14.229	14.885	13.434
327.057533	56.970282	0.7058	-2.886	-2.807	14.230	14.724	13.562
325.574037	58.198667	0.4781	1.543	-1.067	14.230	14.901	13.420
326.606418	58.129077	0.1572	-1.699	-1.953	14.230	15.692	13.065
326.827227	57.834245	0.2245	-4.335	-3.497	14.230	16.201	12.920
325.090556	57.978277	0.4640	-3.065	-5.150	14.230	15.590	13.097
324.675103	56.383180	1.4612	0.797	-5.833	14.230	15.284	13.220
324.488056	57.542679	0.2217	-0.960	-1.442	14.231	15.442	13.154
325.521120	57.379203	0.3021	-3.721	-1.964	14.231	15.368	13.180
324.174354	58.860109	1.4503	-4.933	-1.874	14.231	14.889	13.437
322.405529	57.043506	0.1261	-2.844	-2.284	14.231	15.343	13.190
323.815487	57.565718	3.9933	40.944	15.158	14.231	14.961	13.378
323.116239	58.218342	1.4309	8.473	3.131	14.231	14.866	13.444
325.995030	57.438260	1.5388	13.840	1.664	14.231	14.848	13.469
325.126534	57.623213	0.7824	5.105	6.055	14.231	14.742	13.554
324.770920	57.867233	0.5499	0.460	-5.306	14.231	15.208	13.256
326.824304	58.362603	1.1220	-8.797	-7.497	14.231	14.663	13.619
324.629450	57.563508	0.2452	-4.691	-5.456	14.232	15.678	13.074
323.684405	56.677027	1.1246	-2.642	-1.238	14.232	14.832	13.484
324.030732	56.963714	0.3744	-2.478	-0.610	14.233	15.292	13.218
326.070011	56.333424	0.7843	6.397	-1.695	14.234	14.804	13.496
322.985853	56.631007	0.1534	-3.844	-2.680	14.235	15.990	12.985
323.016833	56.673514	0.7940	1.485	-3.518	14.235	14.758	13.537
324.985793	57.759141	0.1060	-2.190	-1.875	14.235	16.000	12.983
323.647100	58.137201	6.5277	-22.123	-32.592	14.235	15.232	13.245
322.450206	57.074286	0.2110	-2.492	-2.711	14.235	15.289	13.215
324.481865	58.552244	0.2053	-1.628	-3.190	14.236	15.547	13.122
325.626816	56.659340	1.3792	1.917	-2.296	14.236	14.760	13.550
324.114850	56.573189	0.8724	-6.677	-1.677	14.236	14.924	13.424
325.271003	57.488061	0.8490	0.306	-1.674	14.236	14.782	13.532
323.019584	58.480075	1.0800	-4.850	-3.881	14.236	14.833	13.491
324.568827	58.664919	0.9736	-2.435	-5.090	14.236	14.739	13.536
327.065135	57.196241	0.4674	4.466	-3.756	14.237	15.556	13.119
325.460309	57.880452	0.3628	-2.737	-2.054	14.237	15.339	13.199
322.522484	57.322305	1.3966	-0.893	-5.554	14.237	14.956	13.409
324.269922	56.331820	0.1103	-2.927	-3.509	14.238	15.955	12.995
324.720533	58.489283	0.3825	-2.570	-2.420	14.238	15.326	13.213
323.426016	58.285330	1.0489	-1.122	6.464	14.238	14.982	13.384
324.738788	57.088632	0.7738	-1.370	-4.427	14.239	14.660	13.632
325.510453	57.745151	0.7755	-2.507	-3.865	14.239	14.606	13.694
323.309030	57.271625	0.3373	0.472	-1.922	14.240	15.293	13.232
322.194320	57.448904	0.4362	-3.334	-3.556	14.240	15.641	13.093
324.445753	57.318419	0.6795	0.977	-1.084	14.240	14.966	13.391
324.465932	56.962680	0.3848	-1.676	-4.139	14.241	15.436	13.172
326.770478	57.622760	0.3323	-6.921	-5.075	14.241	16.033	12.982
326.065381	56.623479	0.7575	-1.875	-1.622	14.241	14.617	13.670
323.553380	56.404602	0.2651	-3.958	-3.356	14.241	15.502	13.144
323.712465	57.287913	0.0796	-2.281	-2.152	14.241	15.603	13.106
326.526193	57.835002	0.5512	-4.636	-3.528	14.241	14.770	13.538
326.046544	57.753667	1.5380	4.979	6.555	14.241	14.777	13.540
323.601543	57.377063	0.3116	-0.637	-0.741	14.241	15.516	13.138
324.948652	56.887227	0.9050	0.773	-3.569	14.241	14.733	13.538
325.036981	58.408288	1.1669	-7.418	3.173	14.242	14.874	13.466
325.336328	56.557006	0.5445	-0.300	0.652	14.242	14.813	13.511
325.665825	56.858412	0.7671	1.247	-2.160	14.242	14.780	13.538
322.268987	57.466854	0.7979	-3.921	-3.922	14.243	14.969	13.389
324.769910	57.471413	1.0578	-2.488	-5.028	14.243	15.065	13.339
323.227374	57.107621	1.3128	-6.309	-7.404	14.243	14.738	13.511
325.232899	56.419113	0.7916	-1.238	-0.905	14.244	14.680	13.632
325.275723	58.087600	1.1474	-3.585	-3.845	14.244	14.806	13.521
323.704711	56.801100	1.1828	-7.787	-5.534	14.244	15.239	13.248
326.198288	57.414162	0.2807	-5.435	-3.932	14.244	15.655	13.092
324.603649	56.332316	0.9614	-2.704	-3.768	14.245	15.175	13.283
325.557312	58.508259	1.3264	-5.311	-6.984	14.245	14.762	13.561
323.371273	56.615299	0.5043	-1.925	-2.569	14.245	14.713	13.576
326.347427	57.439192	1.1174	3.691	0.013	14.246	14.748	13.573
326.922851	57.045908	0.4445	-4.522	-3.398	14.246	14.794	13.519
325.839976	56.302950	0.4844	-10.549	-5.886	14.246	15.525	13.142
326.389105	57.770354	2.0587	-10.101	-7.799	14.246	14.923	13.452
326.905440	57.284357	0.4424	-4.495	-3.409	14.247	14.714	13.592
324.943475	57.568443	0.1907	-3.559	-2.208	14.247	15.303	13.235
323.379017	56.650045	0.3291	1.836	2.346	14.247	15.763	13.066
323.593583	56.388021	0.0960	-2.507	-2.830	14.248	15.680	13.093
324.410639	58.701760	1.9771	7.398	1.677	14.248	14.839	13.511
322.429211	57.107592	0.3217	-0.460	-3.449	14.248	15.490	13.158
325.251477	56.248967	2.1958	0.959	-10.659	14.250	14.800	13.499
325.007633	56.343843	0.3798	-1.633	-4.632	14.250	15.376	13.204
326.444851	58.048215	0.2506	-6.295	-3.344	14.250	15.380	13.202
323.832933	58.393810	0.7318	-5.265	-8.956	14.250	14.922	13.443
324.187997	57.891452	0.6027	-2.417	-4.225	14.251	14.917	13.451
323.735114	57.584728	0.3777	-4.649	-6.822	14.251	15.297	13.239
322.648805	57.558349	0.2220	-4.330	-3.601	14.251	15.691	13.091
325.658583	57.935226	0.6064	-0.829	-7.565	14.252	15.064	13.365
326.182839	57.855580	1.2444	-5.643	-12.666	14.252	14.871	13.490
324.588135	57.986993	0.0931	-2.580	-3.064	14.252	16.098	12.980
323.953161	57.988172	0.9103	3.080	1.134	14.252	14.866	13.484
323.782909	58.120824	0.9117	1.635	-1.305	14.252	14.973	13.414
323.776338	56.638150	0.7859	-1.041	-0.924	14.253	14.951	13.432
322.824046	58.083393	0.3382	-3.830	-3.737	14.253	15.280	13.252
325.292800	56.985648	1.6477	-23.762	-7.047	14.254	14.773	13.577
324.502711	57.090842	0.8363	4.557	-1.150	14.254	14.694	13.522
326.607444	58.474513	0.7289	-0.990	-1.783	14.254	14.917	13.455
323.164430	57.156854	0.3932	-2.590	-2.867	14.255	15.364	13.216
323.049879	57.696806	0.0944	-2.267	-1.818	14.255	15.715	13.085
322.891821	56.548309	0.1834	-3.553	-2.602	14.255	15.773	13.073
325.108326	56.586163	0.3990	-0.955	-3.462	14.255	15.440	13.183
324.798400	58.894558	0.3571	1.303	-1.131	14.255	14.828	13.506
325.348779	58.223827	0.5145	-3.061	-4.161	14.255	15.446	13.182
325.462245	57.760207	0.4191	-4.540	-3.524	14.255	14.655	13.660
326.547240	57.451168	1.9327	-15.999	-12.016	14.255	14.810	13.549
324.116378	56.547145	0.2828	-3.015	-5.612	14.255	15.572	13.137
325.618590	58.436430	0.8262	-2.841	-2.355	14.256	14.885	13.473
325.440413	58.080712	0.1617	-5.153	-3.042	14.256	15.666	13.106
324.207836	58.818220	1.0174	-2.089	-0.723	14.256	14.929	13.453
325.199527	56.744245	0.5310	-3.494	-3.466	14.257	14.692	13.638
323.849432	57.378447	0.3277	-3.927	-4.404	14.257	15.276	13.258
325.032374	57.644406	0.2146	-2.100	-3.401	14.257	15.585	13.134
324.425406	56.920894	0.2141	-3.659	-5.134	14.257	15.563	13.141
324.217805	56.665980	0.1014	-2.172	-1.471	14.258	15.760	13.079
323.585171	57.436721	1.4400	1.684	-3.820	14.258	14.783	13.568
323.228914	58.276675	2.4304	7.193	6.584	14.259	14.833	13.546
324.443981	57.707323	2.1023	-12.785	-19.682	14.260	14.858	13.518
326.044852	58.602936	0.3409	-2.525	-3.976	14.260	15.291	13.259
327.291506	57.598323	0.7543	2.877	1.279	14.260	15.092	13.343
326.179328	58.164017	0.9001	-4.112	-4.437	14.260	14.705	13.634
326.581640	56.661211	0.2051	-2.501	-2.664	14.260	15.658	13.102
323.377123	56.468332	0.2251	-4.397	-3.454	14.261	15.581	13.143
322.370100	57.189386	0.6768	-3.395	-5.211	14.261	14.764	13.585
326.206213	58.522147	0.3917	0.110	-2.535	14.261	15.233	13.286
323.544828	58.675989	0.1724	-4.646	-1.773	14.261	15.638	13.126
324.855238	56.357700	5.8436	-10.580	-39.135	14.261	15.189	13.309
323.250372	58.652505	0.1780	-4.200	-3.078	14.262	15.542	13.160
324.553007	58.527066	0.8996	2.947	3.354	14.262	14.896	13.491
327.157474	57.269241	0.2744	0.201	-1.134	14.262	15.939	13.032
323.041705	57.652050	0.3363	-2.226	-1.376	14.262	15.341	13.237
323.088480	56.976885	0.1972	-0.886	-2.839	14.262	17.968	12.717
325.623786	58.291416	0.1445	-3.062	-0.930	14.263	15.925	13.038
323.843000	58.773924	0.0892	-2.801	-1.544	14.263	16.042	13.009
327.031381	57.219093	0.7998	-7.213	-6.191	14.263	14.730	13.618
324.181538	57.687048	1.0956	1.181	-2.003	14.263	14.874	13.504
322.903660	58.415286	1.2280	-3.200	-10.299	14.263	14.840	13.536
325.436622	56.188536	1.0184	-5.999	-7.914	14.263	14.741	13.606
323.560394	56.486644	0.6135	0.492	-0.415	14.263	14.887	13.493
324.106561	56.886685	1.0275	-2.739	-3.168	14.265	14.792	13.569
324.809172	57.078215	0.6388	0.957	-1.672	14.266	14.701	13.626
326.918035	57.628203	0.5413	-8.652	-7.730	14.266	15.609	13.136
323.413348	56.982149	0.6307	-2.621	-3.357	14.266	14.626	13.722
326.070480	57.319450	2.2085	-10.969	-16.728	14.266	14.873	13.515
326.436655	57.537288	0.9850	-0.505	1.567	14.266	14.861	13.518
326.993288	57.387869	1.6147	5.299	-10.341	14.266	14.822	13.556
324.889705	56.372860	1.5151	-5.382	-2.799	14.266	14.828	13.534
325.334036	56.922258	0.6716	-0.266	1.491	14.266	14.699	13.658
323.623096	56.717021	0.1373	-2.662	-2.776	14.267	16.118	12.992
325.697375	57.571081	1.1754	8.516	7.597	14.267	14.848	13.530
326.325871	57.879871	0.6056	-3.507	-3.314	14.268	14.623	13.729
325.644471	58.733113	0.1173	-1.876	-0.873	14.268	16.041	13.014
325.132478	58.525206	0.8734	-2.757	-3.039	14.268	15.015	13.412
322.682359	57.343282	0.8036	-1.403	-2.411	14.268	14.830	13.534
324.963541	57.834775	0.4310	-0.284	-0.969	14.268	15.374	13.233
324.995790	57.625704	1.0540	0.782	3.338	14.268	14.740	13.629
323.600954	58.025455	0.8224	-6.260	-2.444	14.269	14.931	13.430
324.046505	56.414430	1.0833	-0.738	-2.957	14.269	14.901	13.497
324.306438	58.466168	0.8155	2.201	-2.059	14.269	15.197	13.315
324.643448	56.273140	1.5351	5.396	-1.295	14.269	15.093	13.374
325.386454	57.192628	1.9249	-3.477	-14.507	14.269	14.855	13.538
325.109494	57.288786	0.3868	-3.406	-3.484	14.269	15.294	13.193
322.994301	57.147938	0.5529	-0.646	1.634	14.270	15.470	13.194
324.496219	56.671230	4.0437	-8.655	-16.563	14.270	14.806	13.372
326.487091	57.366945	0.7654	-4.257	-4.021	14.271	14.691	13.673
325.982818	58.107315	1.0405	1.278	-2.609	14.271	14.707	13.660
325.354176	57.491059	0.5786	-4.360	-5.473	14.271	14.769	13.600
326.349248	56.569820	0.9976	-1.572	-0.452	14.272	14.757	13.609
325.336863	57.879991	1.5724	-3.651	-7.358	14.272	14.773	13.606
325.712701	57.301392	2.3839	-6.194	-9.830	14.272	14.950	13.471
325.461416	56.380216	0.6986	-2.637	-3.630	14.272	14.625	13.742
324.104751	56.883899	0.3666	-5.563	-5.728	14.272	15.455	13.207
322.990883	56.686632	0.4019	-0.535	-1.869	14.272	14.893	13.469
326.903757	58.251738	0.4387	-1.833	-3.315	14.272	15.688	13.117
327.145486	57.037288	2.0499	2.562	-9.273	14.272	15.002	13.432
324.793315	56.608379	1.0227	-2.183	-3.304	14.273	14.812	13.570
324.842256	56.545420	0.6977	0.075	-0.835	14.273	14.793	13.583
324.604769	56.623050	1.2790	1.301	-2.651	14.273	14.799	13.584
325.987852	57.582047	0.4968	-5.063	-5.317	14.273	15.531	13.171
325.259230	57.783491	0.4492	-2.202	-2.930	14.274	15.464	13.200
324.293527	58.818394	0.3853	-2.289	-2.912	14.274	15.346	13.252
326.655966	58.137688	0.3996	-4.597	-6.141	14.274	15.418	13.221
326.487942	56.510783	0.7666	1.769	-5.516	14.274	14.771	13.603
324.347430	56.343721	0.1645	-1.543	-1.379	14.274	17.872	12.728
324.385947	56.251395	0.2714	-1.850	-4.769	14.274	16.060	13.019
326.155687	58.399744	0.4186	-0.116	-1.230	14.275	15.530	13.179
324.621976	56.598296	0.4260	-4.603	-8.775	14.275	15.421	13.223
322.992808	57.434459	0.8010	0.364	-2.959	14.275	14.848	13.515
324.670736	57.155927	0.6401	-4.188	-4.201	14.276	14.669	13.695
322.351398	58.073460	1.1702	-0.424	0.778	14.276	14.986	13.442
325.053265	56.764183	0.7961	-1.852	-3.992	14.276	14.840	13.546
325.147978	57.938304	0.4168	-4.163	-2.324	14.276	15.518	13.184
325.019128	58.541013	0.6140	0.244	-1.901	14.276	14.867	13.525
325.598089	57.345146	1.0839	-1.381	-5.085	14.277	14.902	13.455
325.146286	58.653019	0.5740	-0.252	-2.782	14.277	14.971	13.457
323.475582	57.097108	0.2169	-4.802	-3.785	14.278	15.280	13.288
325.469333	57.223296	0.6963	2.956	-1.806	14.278	14.723	13.655
325.520185	56.452993	9.7257	-20.254	-29.620	14.278	15.637	13.125
325.455313	57.534487	0.3026	-1.805	-4.726	14.279	15.797	13.097
324.281810	57.038793	0.4454	-4.194	-3.870	14.279	15.408	13.229
324.765687	57.954890	0.1447	-3.676	-2.249	14.279	15.936	13.058
323.794664	57.351575	0.2059	-2.510	-2.584	14.280	15.099	13.380
324.194645	57.465263	2.5424	-16.395	7.972	14.280	14.631	13.448
326.115222	57.569561	6.8530	4.784	-7.437	14.281	15.506	13.183
327.009296	57.552810	0.2068	-3.205	-1.875	14.281	16.239	12.980
326.165595	56.993492	1.6963	15.426	-0.472	14.282	14.882	13.539
323.384205	56.469624	0.1001	-2.906	-2.731	14.282	15.905	13.070
326.669512	57.174345	1.0971	3.458	0.209	14.282	14.834	13.570
324.317767	57.435172	0.3810	-5.718	-5.228	14.282	15.331	13.274
324.115686	57.234647	3.8625	-35.101	-64.604	14.282	15.046	12.977
326.233400	58.175763	0.4633	-2.151	-0.594	14.283	15.436	13.224
324.603545	56.995522	0.3334	-0.134	-0.600	14.283	15.264	13.302
324.543476	56.543468	0.0000	0.000	0.000	14.283	14.524	12.966
327.008627	57.486495	0.5125	-3.192	-1.899	14.283	15.586	13.165
323.984483	57.874487	2.2130	1.094	-11.081	14.284	14.777	13.630
324.820593	58.098600	1.1702	2.202	-4.527	14.284	15.141	13.288
325.032289	58.013759	0.6183	2.862	-0.185	14.284	14.956	13.476
323.960280	56.841345	0.1259	-1.269	-0.510	14.284	16.148	13.005
322.195047	57.613312	0.6037	2.000	-0.362	14.284	15.795	13.103
325.645932	56.469576	0.4170	-6.241	-6.213	14.284	15.492	13.202
326.841179	57.418220	1.4658	-7.884	-6.230	14.285	14.820	13.587
323.951645	58.509942	0.2293	-3.929	-3.193	14.285	15.682	13.141
324.340278	57.887145	0.3500	-2.013	-3.651	14.285	15.371	13.259
324.960216	57.412459	0.9208	-6.295	-0.012	14.285	14.830	13.574
325.247458	57.502264	1.1692	-4.729	-5.275	14.285	14.746	13.653
324.945821	57.056254	0.1382	-1.712	-1.717	14.286	16.761	12.879
325.420457	57.277261	0.3895	-4.320	-2.511	14.286	15.590	13.173
324.230529	58.171349	0.4240	-8.344	-4.661	14.286	15.527	13.196
322.344488	58.064535	1.1360	14.730	15.528	14.286	14.986	13.462
324.925715	57.996932	1.5958	-6.409	-9.560	14.286	14.863	13.558
325.318645	58.249089	0.8285	2.880	0.812	14.287	15.123	13.369
326.238657	57.142540	1.3622	1.824	-1.295	14.287	14.893	13.524
323.033421	57.918572	2.0793	9.549	7.639	14.287	14.838	13.580
324.560756	58.760599	1.0987	-1.734	-3.770	14.287	14.846	13.571
322.344223	57.288913	0.2542	-2.706	-2.354	14.287	15.552	13.187
326.755381	58.263593	0.3110	-3.754	-1.660	14.287	15.374	13.251
326.381391	57.952916	0.8161	-2.447	-6.991	14.287	14.812	13.590
324.697488	56.201030	1.3324	-0.124	-1.084	14.288	14.854	13.569
323.047012	56.486075	0.4537	-7.258	-6.710	14.288	15.546	13.192
324.876604	57.500094	1.5334	-5.654	7.956	14.289	14.876	13.550
327.046148	57.264337	-0.1234	-2.930	-2.009	14.289	14.836	13.547
324.883498	57.325008	0.1421	-2.203	-1.917	14.289	15.526	13.204
325.026375	58.155742	0.6885	-1.570	-3.138	14.289	14.728	13.668
324.642134	58.427601	0.2564	-1.211	-3.314	14.289	15.658	13.155
322.878511	57.930352	1.1442	5.763	38.500	14.289	15.176	13.361
325.191920	58.612972	1.7205	-20.934	-5.295	14.289	14.970	13.484
323.033270	57.275994	0.3430	-1.718	-2.576	14.290	14.961	13.468
322.682191	58.328058	1.3110	1.251	-5.070	14.290	14.935	13.508
326.308356	56.811832	2.1567	-12.230	-8.801	14.290	14.899	13.538
325.408881	58.299967	0.6954	-3.428	-3.027	14.290	14.851	13.520
322.846322	57.706511	0.2830	-4.206	-3.878	14.291	15.494	13.213
326.093004	56.688797	7.0419	12.830	20.220	14.291	15.306	13.287
323.967486	56.907489	0.4439	-4.797	-6.122	14.291	14.859	13.483
323.110384	56.922796	0.4369	-7.484	-6.643	14.291	15.587	13.181
324.129344	58.003916	1.7567	-0.900	-2.645	14.291	14.931	13.518
324.469881	58.702358	0.4474	1.455	-1.243	14.291	15.465	13.221
325.975273	57.218821	0.5544	0.714	-0.890	14.291	15.433	13.238
326.611357	58.316609	7.6030	59.471	37.667	14.291	15.393	13.242
323.422793	56.909220	0.1277	-2.431	-2.264	14.292	15.494	13.219
323.654100	58.543199	0.2354	-4.147	-4.547	14.292	15.560	13.192
325.922043	57.543759	0.1559	-3.667	-2.623	14.292	16.663	12.911
323.858560	58.490800	1.2058	1.870	4.477	14.292	14.675	13.373
325.355221	57.254901	1.1805	-5.285	-3.909	14.292	14.830	13.592
323.432322	56.895637	0.2855	-5.468	-3.856	14.292	15.718	13.137
323.673812	57.495652	0.3637	-2.754	-3.470	14.293	15.352	13.220
325.312699	57.022662	0.2577	-1.671	-1.100	14.293	15.623	13.168
325.076451	57.448787	0.2726	-0.802	-0.732	14.293	15.473	13.227
322.738410	57.617566	1.4726	12.148	10.996	14.294	14.977	13.487
323.482242	56.329311	2.1003	3.226	14.088	14.294	14.904	13.541
323.383770	57.853314	0.5092	-0.092	-3.382	14.294	14.980	13.470
323.810571	56.850057	0.4252	-3.696	-5.074	14.294	15.552	13.195
326.276657	58.075201	1.4149	-5.665	-2.108	14.295	14.876	13.561
323.727650	58.800347	0.3394	-3.332	-6.053	14.295	15.354	13.281
325.114316	57.538452	0.5487	-3.923	-6.398	14.295	14.749	13.666
324.916023	58.174518	0.1471	-2.187	-2.969	14.296	16.213	13.010
322.645905	57.251689	1.1885	6.019	0.104	14.296	14.835	13.595
325.603758	56.901223	0.1539	-4.066	-3.427	14.296	15.881	13.090
322.325282	58.058090	1.0040	-9.585	-7.611	14.296	15.204	13.328
326.421176	58.449146	1.0143	-4.732	-8.590	14.296	14.807	13.615
323.861627	57.178672	0.1172	-2.500	-2.805	14.297	15.373	13.275
325.113579	56.546472	0.8159	-3.318	-3.953	14.297	14.820	13.598
324.290320	57.955329	0.5416	-3.671	1.996	14.297	14.839	13.480
325.588034	58.118359	0.3537	-5.742	-3.070	14.297	15.415	13.255
324.203727	56.837029	0.9040	-13.394	-12.542	14.298	14.939	13.519
327.130783	57.116961	0.2382	-3.032	-3.332	14.298	15.962	13.074
325.415052	56.698544	0.3172	-1.766	-2.683	14.298	15.542	13.203
324.768160	57.353972	0.4278	-2.837	-2.124	14.299	14.676	13.734
324.287330	56.636931	0.1465	-2.916	-4.610	14.299	18.186	12.712
325.496521	57.467999	1.0842	-1.597	-4.669	14.299	14.903	13.547
324.824722	56.911490	0.2187	-2.797	-2.224	14.299	14.660	13.743
326.686047	58.355224	0.3821	-6.214	-3.959	14.300	15.429	13.254
326.180750	58.669388	0.7003	0.911	-6.562	14.300	14.860	13.576
324.416976	56.705103	0.7300	-2.775	-2.244	14.300	15.132	13.402
